CLAVE CT,NOM TURNO,NOMBRE CT,DOMICILIO,ENTRE CALLE ,Y CALLE,LOCALIDAD INEGI, NOMBRE LOCALIDAD,NOMBRE COLONIA,MUNICIPIO CLAVE INEGI,NOMBRE MUNICIPIO,DIRECTOR,CODIGO POSTAL,TELEFONO,CORREO,ZONA ESCOLAR,SECTOR,SOSTENIM.,NOM SOST.,NIVEL,PROGRAMA,LATITUD,LONGITUD
14PBH0261G,MATUTINO,COLEGIO BRITANICO,PASEO DEL MARLIN 552,AVENIDA LOS TULES,AVENIDA TUCAN,1,PUERTO VALLARTA,LAS ARALIAS,67,PUERTO VALLARTA,ANA MARIA DEL CARMEN LANDECHO REYES,48328,2250562,britishvallarta@gmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.6387507,-105.2163089
14PBH0263E,MATUTINO,IT CAMPUS SANTA ANITA,SANTA ANITA 39,CIRCUITO SANTA ANITA,BOULEVARD BOSQUES DE SANTA ANITA,25,SAN AGUSTIN,VILLAS DE SANTA ANITA,97,TLAJOMULCO DE ZU†IGA,JORGE ALVAREZ MEDRANO,45645,32838383,secundaria.sa@tepeyac.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.5670779,-103.4766753
14PBH0267A,MATUTINO,COLEGIO ONCE MEXICO,AVENIDA DEL BAJIO 1134,AVENIDA VALLARTA,PERIFERICO,1,ZAPOPAN,SAN JUAN DE OCOTAN,120,ZAPOPAN,MARCO ANTONIO GALAVIZ MAGALLANES,45019,36821170,rmartinez@colegiooncemexico.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.6976395,-103.4629003
14PBH0272M,MATUTINO,COLEGIO VALLARTA,MANUEL CABALLERO 2337,AMADO NERVO,AURELIO L GALLARDO,1,GUADALAJARA,LADRON DE GUEVARA,39,GUADALAJARA,CESAR OCTAVIO MARTINEZ PADILLA,44600,36169596,colegiovallarta@hotmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.67844,-103.37564
14PBH0273L,MATUTINO,JUAN BOSCO OCCHIENA,PASEO DON BOSCO 1,0,0,1,JALOSTOTITLAN,LOMAS DE LA CA†ADA,46,JALOSTOTITLAN,BENJAMIN TAPIA ZERME†O,47120,1002650,boscojalos@yahoo.com.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,21.1813333,-102.4519447
14PBH0276I,MATUTINO,ABASOLO,GUADALUPE 57,TEPEYAC,MARTIN PEDRO ESQUEDA,1,JALOSTOTITLAN,JALOSTOTITLAN (ZONA CENTRO),46,JALOSTOTITLAN,ESPERANZA MARIA VALENCIA SOLIS,47120,7460449,prepaabasoloxalos@hotmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,21.1668825,-102.4631638
14PBH0278G,MATUTINO,JUANA DE ASBAJE,LUCERNA 125,HAVRE,NIZA,1,PUERTO VALLARTA,DIAZ ORDAZ,67,PUERTO VALLARTA,MARIA RODRIGUEZ CARDENAS,48310,2248865,maria.rodriguez.cardenas@gmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.6355647,-105.2298601
14PBH0279F,MATUTINO,COLEGIO INTERNACIONAL SEK GUADALAJARA,DANIEL COMBONI 850,AVENIDA GUADALUPE,NONOALCO,1,ZAPOPAN,RESIDENCIAL PLAZA GUADALUPE,120,ZAPOPAN,ELVIA PATRICIA GALLEGOS TERAN,45030,36202423,sekguadalajara@sekmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.6558702,-103.4382281
14PBH0284R,MATUTINO,CENTRO EDUCATIVO JALISCO,AVENIDA 16 DE SEPTIEMBRE 410 PISO 3,LIBERTAD,LEANDRO VALLE,1,GUADALAJARA,GUADALAJARA (ZONA CENTRO),39,GUADALAJARA,SCHAK ISRAEL AGUILAR AZPEITIA,44100,12026160,cejalgdl@gmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.6706876,-103.347435
14PBH0286P,MATUTINO,JUAN PABLO II,AVENIDA GONZALEZ GALLO 200,REVOLUCION,JOSEFA ORTIZ DE DOMINGUEZ,1,AYOTLAN,AYOTLAN (ZONA CENTRO),16,AYOTLAN,JUAN EDGARDO PEREZ SUSTAITA,47930,9183274,colegio.juan.pablo2@hotmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.5277962,-102.3296014
14PBH0287O,MATUTINO,COLEGIO PEDREGAL DE GUADALAJARA,AVENIDA DEL BAJIO 5903,ARENAL,0,1,ZAPOPAN,EL BAJIO,120,ZAPOPAN,NURIA MARIA COVARRUBIAS CENTENO,45019,37770900,nuria.covarrrubias@colegiopedragalgdl.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.6966881,-103.4648339
14PBH0290B,MATUTINO,LICEO HUMANISTICO,SANTA RITA 1225,AVENIDA GUADALUPE,CALLE DEL PARQUE,1,ZAPOPAN,CHAPALITA,120,ZAPOPAN,RAMIRO MARTINEZ RAMIREZ,45040,31215585,liceohumanistico752@hotmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.66498,-103.406633
14PBH0291A,MATUTINO,EDUCACION INTEGRAL DE OCCIDENTE,SOFIA CAMARENA DE JIMENEZ 332,0,0,1,ZAPOPAN,ZAPOPAN (ZONA CENTRO),120,ZAPOPAN,CARLOS EUGENIO PADILLA POYO,45100,36337535,cpadilla@newland.edu.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.7188959,-103.3906629
14PBH0292Z,VESPERTINO,NI†OS HEROES,CUAUHTEMOC 25,TEPEYAC,INDEPENDENCIA,1,TEPATITLAN DE MORELOS,TEPATITLAN DE MORELOS (ZONA CENTRO),93,TEPATITLAN DE MORELOS,BLANCA OFELIA PEREZ LOPEZ,47600,7820862,bachilleratonh@live.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.8091335,-102.7603465
14PBH0293Z,MATUTINO,CENTRO EDUCATIVO GARCIA LORCA,CALDERETE 50,CUAUHTEMOC,GRANADO,32,SAN SEBASTIAN EL GRANDE,0,97,TLAJOMULCO DE ZU†IGA,JOSE LUIS FERNANDEZ MOLINA,45650,31886292,luibetito@yahoo.com.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.53814,-103.425196
14PBH0294Y,MATUTINO,GREENLANDS SCHOOL,AVENIDA ACUEDUCTO 5056,AVENIDA PATRIA,PERIFERICO,1,ZAPOPAN,LOMAS DEL BOSQUE,120,ZAPOPAN,MARIA DE LOURDES TARACENA RANGEL,45118,14047770,taracenalourdes@hotmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.7188259,-103.4135599
14PBH0295X,MATUTINO,INSTITUTO LIDERES DEL SIGLO,PARQUE VERDE 68,HIDALGO,LOS PINOS,1,TLAQUEPAQUE,EL REFUGIO,98,SAN PEDRO TLAQUEPAQUE,MIREYA LOPEZ ARREOLA,45590,37970180,mireya.lopez.a@gmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.594942,-103.35241
14PBH0301R,MATUTINO,PREPARATORIA CERVANTES ZAPOTLAN,JALISCO 305,FELIX TORRES MILANES,AVENIDA CRUZ ROJA,1,CIUDAD GUZMAN,CIUDAD GUZMAN (ZONA CENTRO),23,ZAPOTLAN EL GRANDE,LETICIA ARELLANO SERRANO,49000,4132067,preparatoriacervantes1404@gmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,19.6907715,-103.4651442
14PBH0302Q,MATUTINO,SUBIRE,PASEO DE LA ESTRELLA 857,PASEO DEL AMANECER,PASEO DE LA LUNA,1,ZAPOPAN,SOLARES,120,ZAPOPAN,ANDREA TABARES LOPEZ,45019,30014800,alma.rodriguez@subire.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.72328,-103.46405
14PBH0309J,MATUTINO,CENTRO DE ESTUDIOS DE LAS AMERICAS,AVENIDA NICOLAS COPERNICO 4171,PEDRO SIMON LAPLACE,AVENIDA CARNERO,1,ZAPOPAN,LAS ARBOLEDAS,120,ZAPOPAN,ROSA ELENA TRUJILLO FERNANDEZ,45090,36327661,licrosytrujillo@hotmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.63122,-103.424514
14PBH0310Z,MATUTINO,INSTITUTO INTERNACIONAL OCTAVIO PAZ,CALLE INTERNACIONAL 63,0,0,1,CHAPALA,COLEGIO INTERNACIONAL,30,CHAPALA,ROGELIO SANCHEZ TORRES,45900,7660903,informacion@iiop.edu.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.2994445,-103.2580556
14PBH0312X,VESPERTINO,COLEGIO BRUSELAS,JESUS GARCIA 23,PABLO VALDEZ,TORRECILLAS,20,SAN JOSE DEL CASTILLO,SAN JOSE DEL CASTILLO (ZONA CENTRO),70,EL SALTO,GONZALO ALBERTO LOZADA AGUILERA,45685,12240001,colegiobruselas@hotmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.5055556,-103.235
14PBH0313W,MATUTINO,PREPARATORIA TEPATITLAN DE LA UNIVERSIDAD AUTONOMA DE GUADALAJARA,BARTOLO HERNANDEZ 384,GONZALEZ GALLO,ALVARO OBREGON,1,TEPATITLAN DE MORELOS,TEPATITLAN DE MORELOS (ZONA CENTRO),93,TEPATITLAN DE MORELOS,JOSEFINA DE ANDA GOMEZ,47600,7814161,uagtepa@hotmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.8175,-102.7572222
14PBH0314V,MATUTINO,NUEVA GALICIA,ANTIGUO CAMINO A SAN ISIDRO MAZATEPEC 1985,JESUS AGUILAR,0,25,SAN AGUSTIN,0,97,TLAJOMULCO DE ZU†IGA,IRMA LETICIA VILLEGAS ZU†IGA,45645,15988100,bachillerato@institutonuevagalicia.com.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.5446434,-103.488152
14PBH0315U,MATUTINO,INSTITUTO CULTURAL FREINET,CIRCUNVALACION PONIENTE 225,AVENIDA CENTRAL,CHULAVISTA,1,ZAPOPAN,CIUDAD GRANJA,120,ZAPOPAN,JESICA ALETHIA CONTRERAS ACEVES,45010,36730906,institutoculturalfreinet@hotmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.675175,-103.45358
14PBH0317S,MATUTINO,CENTRO DE EDUCACION CAPACITACION Y ACTUALIZACION DE LAGOS,LUIS MORENO 227,5 DE MAYO,FRANCISCO I MADERO,1,LAGOS DE MORENO,LAGOS DE MORENO (ZONA CENTRO),53,LAGOS DE MORENO,FERNANDO ESPARZA TORRES,47400,7411891,director@cecal.edu.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,21.3563889,-101.9291667
14PBH0319Q,MATUTINO,COLEGIO PIONEROS DE EDUCACION AVANZADA,AVENIDA JUAN GIL PRECIADO 2451,FEDERALISTAS,GUADALAJARA,1,ZAPOPAN,NUEVO MEXICO,120,ZAPOPAN,ALICIA ALVAREZ ESPARZA,45138,30703333,mherediad@itea.edu.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.7554229,-103.4277345
14PBH0320F,MATUTINO,COLEGIO KUKULCAN,VOLCAN AJUSCO 119,VOLCAN ETNA,AMADO NERVO,1,ZAPOPAN,EL COLLI,120,ZAPOPAN,LORENA MARIA GODINEZ HEREDIA,45070,31226173,kukulcanajusco119@hotmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.6597135,-103.4044576
14PBH0321E,MATUTINO,INSTITUTO TEPEYAC CAMPUS GUADALAJARA,OCAMPO 389,PERIFERICO PONIENTE,PARRAL,1,ZAPOPAN,SAN JUAN DE OCOTAN,120,ZAPOPAN,JOSE MANUEL PEDRO MARTIN GOMEZ HIGUERA SANCHEZ,45019,36295014,laura.larios@tepeyac.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.7074849,-103.4488649
14PBH0322D,VESPERTINO,CE MALINALLI,ARNULFO GONZALEZ MEDINA 86,CALZADA INDEPENDENCIA NORTE,PORFIRIO NERI,1,GUADALAJARA,LOMAS DEL PARAISO,39,GUADALAJARA,GUSTAVO ALONSO SANTOS TAPIA,44250,31681361,psic_malinalli@hotmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.723129,-103.3189022
14PBH0323C,MATUTINO,EDUCACION DE CALIDAD VALLARTA,MANUEL LEPE 181,PASEO DE LAS FLORES,CALLEJON A LAS MOJONERAS,31,LAS JUNTAS,PASEO LAS PALMAS,67,PUERTO VALLARTA,LUCINA ISABEL MOISES OSORIO,48317,2266430,jacqueline.vargas@tepeyac.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.700556,-105.243056
14PBH0324B,MATUTINO,COLEGIO PIONEROS DE EDUCACION AVANZADA,AVENIDA ACUEDUCTO 1725,0,0,1,TLAQUEPAQUE,MANUEL LOPEZ COTILLA,98,SAN PEDRO TLAQUEPAQUE,JESUS ALEJANDRO PEREZ GUZMAN,45615,36925400,rguzmanm@itea.edu.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.5586974,-103.3647576
14PBH0325A,MATUTINO,COLEGIO PEDREGAL DE GUADALAJARA,BOSQUES DE SANTA ANITA 213,DE LOS CAMICHINES,ARBOLEDA BOSQUES SANTA ANITA,25,SAN AGUSTIN,VILLAS DE SANTA ANITA,97,TLAJOMULCO DE ZU†IGA,LAURA LEONOR RAMIREZ SOSA,45645,16550441,leonor.ramirez@colegiopedregalgdl.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.548056,-103.468333
14PBH0326Z,MATUTINO,PREPARATORIA SANTANDER,SANTA MARIA 289,CUBILETE,ARBOL,1,ZAPOPAN,CHAPALITA SUR,120,ZAPOPAN,ENRIQUE JAVIER NAVARRO FLORES,45040,38125415,rmendoza@unisan.edu.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.6597135,-103.4044576
14PBH0330M,MATUTINO,COLEGIO UNION MEXICO,AVENIDA DE LOS MOLINEROS 1450,0,0,356,EJIDO COPALITA,FRACCIONAMIENTO LOS MOLINOS,120,ZAPOPAN,LAURA SUSANA DURAN GONZALEZ,45200,11885014,mramirez@colegiounion.comco,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.822753,-103.440886
14PBH0340T,MATUTINO,CENTRO ESCOLAR MEXICO,HIDALGO 27,CARRETERA GUADALAJARA-MORELIA,LA SOLEDAD,20,LOS GAVILANES,0,97,TLAJOMULCO DE ZU†IGA,JESUS ESTEBAN BAUTISTA COIFFIER,45645,36864047,gabriela.mora@cemgdl.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.57154,-103.4482929
14PBH0341S,MATUTINO,PREPARATORIA VIZCAYA,AVENIDA FRANCISCO VILLA 799,MILAN,VIENA,1,PUERTO VALLARTA,VERSALLES,67,PUERTO VALLARTA,ANA MARIA ALTAMIRANO MARTINEZ,48310,2253112,ana-altamirano@uva.edu.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.613611,-105.227222
14PBH0343Q,MATUTINO,CAMPOVERDE VALLARTA,CAMINO A BOCA DE TOMATES 170,0,0,31,LAS JUNTAS,0,67,PUERTO VALLARTA,JORGE GUTIERREZ MARTINEZ,48291,2902100,anunez@campoverde.edu.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.700556,-105.243056
14PBH0347M,MATUTINO,CENTRO EDUCATIVO FREIRE,AVENIDA D 868,CALLE 8,CALLE 9,1,ZAPOPAN,SEATTLE,120,ZAPOPAN,NICOLAS TOLETIN SANTANA BAUTISTA,45160,38332264,santanan44@yahoo.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.718361,-103.3726744
14PBH0348L,VESPERTINO,INSTITUTO ATLAS,AVENIDA MEXICO 3370 LOCAL 09 AL 17 ZONA C,TEATRO DE LA REPUBLICA,HOMERO,1,GUADALAJARA,MONRAZ,39,GUADALAJARA,NEPTALY JESAEL ALVARADO LEMUS,44670,18160674,jalvarado@atlasfc.com.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.678623,-103.402354
14PBH0349K,MATUTINO,COLEGIO CUAUHTLI,MANUEL GARCIA MEDINA 146,COLON,LIBERTAD,1,CIHUATLAN,CIHUATLAN (ZONA CENTRO),22,CIHUATLAN,MARTIN RAFAEL CIBRIAN PONCE,48970,3553473,contacto@colegiocuautli.com.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,19.237809,-104.563517
14PBH0352Y,VESPERTINO,INSTITUTO MEXICO ALTE†O,VALLARTA 72,LERDO DE TEJADA,MOCTEZUMA,1,TEPATITLAN DE MORELOS,TEPATITLAN DE MORELOS (ZONA CENTRO),93,TEPATITLAN DE MORELOS,LEONARDO GARCIA CAMARENA,47600,7155171,odranoel.forte@gmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.8164777,-102.7645208
14PBH0353X,MATUTINO,INSTITUTO DE CIENCIAS Y HUMANIDADES AZTECA,INDEPENDENCIA 12,OBREGON,CARRILLO PUERTO,1,TLAQUEPAQUE,TLAQUEPAQUE (ZONA CENTRO),98,SAN PEDRO TLAQUEPAQUE,CECILIA ROCIO FLORES,45000,15780062,cerflor@hotmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.63933,-103.31006
14PBH0354W,MATUTINO,INSTITUTO TERRANOVA,RIO PAPALOAPAN 19,RIO LERMA,0,2,AJIJIC,RANCHO DEL ORO,30,CHAPALA,ELIBERTO VELAZQUEZ DE ANDA,45920,7663033,controlesc-terra@hotmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.303875,-103.270249
14PBH0355V,MATUTINO,EVEREST ZAPOTLAN,RAMON CORONA 303,OCAMPO,CHAMIZAL,1,CIUDAD GUZMAN,CIUDAD GUZMAN (ZONA CENTRO),23,ZAPOTLAN EL GRANDE,SARA ISABEL BAUTISTA SOLANO,49000,4107229,direccion@everestzapotlan.edu.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,19.6974322,-103.4639494
14PBH0356U,VESPERTINO,INSTITUTO LATINOAMERICANO,PASEO MADERAS,PASEO DEL AHUEHUETE,0,44,EL CASTILLO,CIUDAD MADERAS,53,LAGOS DE MORENO,LAURA ELENA AYALA BRAVO,47527,3244183,analaura@somnus.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,21.2384892,-101.7843931
14PBH0357T,MATUTINO,COLEGIO MILITARIZADO ALFA,PEDRO PARRA CENTENO 1991,0,0,1,TLAJOMULCO DE ZU†IGA,PREDIO SAN JOSE DEL HUAJE,97,TLAJOMULCO DE ZU†IGA,CARLOS HERNANDEZ MENDOZA,45640,0,control.escolar@colegiomilitarizadoq.com,8,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.491119,-103.4745022
14PBH0358S,MATUTINO,EDUCARE ESCUELA PARA EL EXITO,MADERO 5850,LOPEZ COTILLA,ACERO,1,ZAPOPAN,JOCOTAN,120,ZAPOPAN,LUIS OCTAVIO PEREZ AGRAZ,45017,37770205,"blanca,guzman@omnilife.com",0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.6874878,-103.4398846
14PBH0359R,MATUTINO,INSTITUTO NUEVA GALICIA,REPUBLICA DE GUATEMALA 132,INDEPENDENCIA,20 DE NOVIEMBRE,1,PUERTO VALLARTA,DEL TORO (EL PITILLAL),67,PUERTO VALLARTA,MIRIAM IVONNE NAVARRO SANDOVAL,48296,2242871,invagal_colegio@hotmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.6493091,-105.2099791
14PBH3001O,MATUTINO,FRAY PEDRO DE GANTE,AVENIDA LOPEZ MATEOS NORTE 833,JESUS GARCIA,JOSE MA VIGIL,1,GUADALAJARA,LADRON DE GUEVARA,39,GUADALAJARA,JOSE TRINIDAD VELASCO MOLINA,44680,33420032,controlescolar@fraypedrodegante.com.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.6896211,-103.3779378
14PBH3002N,MATUTINO,LICEO DEL VALLE A C,PASEO DEL VALLE 500,PASEO DEL ARROYO,PASEO DEL EDEN,1,GUADALAJARA,COLINAS DE SAN JAVIER,39,GUADALAJARA,EDUARDO VILLANUEVA RASCON,44660,36480525,evillanueva@liceodelvalle.edu.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.7045318,-103.4019026
14PBH3018O,MATUTINO,SILVIANO CARRILLO,REFUGIO BARRAGAN DE TOSCANO 24,FEDERICO DEL TORO,MIGUEL HIDALGO,1,CIUDAD GUZMAN,0,23,ZAPOTLAN EL GRANDE,LAURA ELENA HERNANDEZ MOLINAR,49000,4121453,iscpcdg@prodigy.net.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,19.7058884,-103.4648737
14PBH3028V,VESPERTINO,INSTITUTO AMERICA,GALEANA 346,MIGUEL BLANCO,LIBERTAD,1,GUADALAJARA,GUADALAJARA (ZONA CENTRO),39,GUADALAJARA,PATRICIA VILLAGRANA VELAZQUEZ,44100,36142425,institutoamericacentro@hotmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.6714381,-103.3487609
14PBH3029U,MATUTINO,INSTITUTO NUEVA GALICIA,HIDALGO  1083,FRIAS,GREGORIO DAVILA,1,GUADALAJARA,GUADALAJARA (ZONA CENTRO),39,GUADALAJARA,MARIA GUADALUPE RUBIO CERVANTES,44100,38262656,bachillerato3-29@hotmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.6768938,-103.3608738
14PBH3031I,MATUTINO,COLEGIO ANAHUAC,SAN JUAN BOSCO 4265,DEL CARMEN,DEL NI†O OBRERO,1,ZAPOPAN,CHAPALITA,120,ZAPOPAN,FRANCISCO SANCHEZ LOMELI,45040,31214090,f_sanchezlomeli@hotmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.6684736,-103.411043
14PBH3032H,MATUTINO,CENTRO ESCOLAR LOS ALTOS,AVENIDA LOS PINOS 50,METEORITOS,CANCER,1,ZAPOPAN,RINCONADA SANTA RITA,120,ZAPOPAN,JOSEFINA MERCADO MORA,45120,36485370,jmercado@losaltos.edu.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.6843393,-103.4077738
14PBH3062B,MATUTINO,INSTITUTO MARTIN DE VALENCIA,MORELOS 211,COLON,ESCOBEDO,1,ETZATLAN,ETZATLAN (ZONA CENTRO),36,ETZATLAN,JOSE FERNANDO GUTIERREZ DIAZ,46500,7530133,colegiosfranciscanosetzatlan@hotmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.7651619,-104.0820975
14PBH3064Z,MATUTINO,ALONSO MANUEL ESCALANTE Y ESCALANTE,COLON 918,AVENIDA ALEMANIA,SALVADOR J AGRAZ,1,GUADALAJARA,MODERNA,39,GUADALAJARA,FRANCISCO JAVIER JIMENEZ LANDEROS,44190,36197562,colegioescalante@live.com.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.6628024,-103.3539077
14PBH3068W,VESPERTINO,INSTITUTO ESTIPAC,LA PAZ 8,16 DE SEPTIEMBRE,FRATERNIDAD,5,ESTIPAC,0,114,VILLA CORONA,MARIA DOLORES MORALES PEREZ,45740,7740257,cres_estipac@hotmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.3633333,-103.7241667
14PBH3107H,MATUTINO,ARISTOTELES,AMADO NERVO 413,MANUEL ACU†A,JUAN ALVAREZ,1,GUADALAJARA,LADRON DE GUEVARA,39,GUADALAJARA,LOURDES GUTIERREZ CARRILLO,44680,36150492,rociogglez@hotmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.6848258,-103.3751497
14PBH3123Z,MATUTINO,CENTRO CULTURAL ALTE†O,MISIONEROS 613,FRANCISCO LUNA CUELLAR,MA GERTRUDIS TORRES,1,ARANDAS,EL CARMEN,8,ARANDAS,JOSE ALFREDO LEON HERRERA,47184,7831313,colegio_cca@prodigy.net.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.69373,-102.34463
14PBH3129T,MATUTINO,COLEGIO ALEMAN DE GUADALAJARA,AVENIDA BOSQUES DE LOS CEDROS 32,BOSQUES DE SAN ISIDRO,BOSQUE DE LA SIERRA,210,SAN ISIDRO,0,120,ZAPOPAN,MARIA ESTHER PI†ERA HERNANDEZ,45132,36850157,dirtec@colegioalemangd.com.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.7728889,-103.3793611
14PBH3164Z,MATUTINO,INSTITUTO DE LA VERA CRUZ,SAN MIGUEL 570,SANTA IRENE,SAN FRANCISCO,1,GUADALAJARA,CHAPALITA,39,GUADALAJARA,IRMA PATRICIA RIVERA SANCHEZ,44540,14043333,privera@vera-cruz.edu.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.6683137,-103.3946332
14PBH3176D,MATUTINO,CENTRO ESCOLAR TORREBLANCA,PISA 939,OTRANTO,JOSE MARIA VIGIL,1,GUADALAJARA,ITALIA PROVIDENCIA,39,GUADALAJARA,MARICELA RETES IBARRA,44648,36413200,mretes@torreblanca.edu.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.6908433,-103.3784056
14PBH3180Q,MATUTINO,PREPARATORIA U AUTONOMA DE GUADALAJARA,AVENIDA PATRIA 1201,PABLO NERUDA,PASEO DE LOS ROBLES,1,ZAPOPAN,LOMAS DEL VALLE,120,ZAPOPAN,JOSE MARIA ANGEL RODRIGUEZ,45129,36488758,edumedia@uag.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.6942394,-103.4196308
14PBH3191W,MATUTINO,INST HUMANIDADES CIENCIAS DE GUADALAJARA,FELIX ROUGIER 3875,AVENIDA CONCHITA,CAGUAMA,1,ZAPOPAN,LOMA BONITA,120,ZAPOPAN,CARLOS PADILLA EVANGELISTA,45060,50001600,comunicacion@hycig.edu.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.638398,-103.4073595
14PBH3203K,MATUTINO,FEBRES CORDERO,SAN BENILDO 2585,EUTIMIO PINZON,SAN JUAN BAUTISTA DE LA SALLE,1,GUADALAJARA,LOMAS DE INDEPENDENCIA,39,GUADALAJARA,JESUS GUADALUPE ELIAS BETANCOURT CASTILLO,44300,36747854,cescolar@febres.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.7152207,-103.3215714
14PBH3213R,MATUTINO,COLEGIO CERVANTES,LUIS PEREZ VERDIA 361,ANGULO,HERRERA Y CAIRO,1,GUADALAJARA,0,39,GUADALAJARA,J DE JESUS HERNANDEZ MARTIN,44680,36303610,controlescolarcccr@hotmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.6828639,-103.377585
14PBH3214Q,MATUTINO,COLEGIO ALTAMIRA,AVENIDA MOCTEZUMA 2390,J M CLOUTHIER,PICO DE ORIZABA,1,ZAPOPAN,EL COLLI,120,ZAPOPAN,PEREZ MANUEL SOTO,45058,36205338,controlescolar@e-altamira.edu.mx,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.6501555,-103.4257522
14PBH3225W,MATUTINO,PREP DE LA UNIV CUAUHTEMOC P GUADALAJARA,AVENIDA DEL BAJIO 5901,CAMINO ARENERO,CAMINO SACACOSECHAS,21,EL BAJIO,0,120,ZAPOPAN,MIGUEL ANGEL HERNANDEZ VILLALOBOS,45010,36820550,miguelhv10@hotmail.com,0,0,61,PARTICULAR,BACHILLERATO,GENERAL,20.6974411,-103.4637853
